Classe Geral,Classe específica,Código IFES,"
ASSUNTO",FASE CORRENTE,FASE INTER- MEDIÁRIA,"
DESTINAÇÃO FINAL","
OBSERVAÇÕES"
062,06212        ,062.12       ,062.12               DOAÇÃO,4 anos,5 anos,Eliminação,"Para transações que envolvam  pagamentos  de despesas  pendentes,   utilizar prazos  para documentos  financeiros (Até aprovação das contas
+  5  anos  a  contar  da  data  de  aprovação  das contas e eliminação)."
062,06213        ,062.13       ,062.13              PERMUTA,4 anos,5 anos,Eliminação,"Para transações que envolvam  pagamentos  de despesas  pendentes,   utilizar prazos  para documentos  financeiros (Até aprovação das contas
+  5  anos  a  contar  da  data  de  aprovação  das
contas e eliminação)."
062,0622         ,062.2        ,062.2            REGISTRO,2 anos,,Eliminação,
062,0623         ,062.3        ,062.3            CATALOGAÇÃO. CLASSIFICAÇÃO.INDEXAÇÃO,2 anos,,Eliminação,
062,0624         ,062.4        ,062.4            REFERÊNCIA E CIRCULAÇÃO,2 anos,,Eliminação,
062,0625         ,062.5        ,062.5            INVENTÁRIO,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Guarda permanente,
063,063          ,063          ,063           DOCUMENTAÇÃO ARQUIVÍSTICA: GESTÃO DE DOCUMENTOS E SISTEMA DE ARQUIVOS,,,,
063,06301        ,063.01       ,063.01            NORMAS E MANUAIS,Enquanto vigora,7 anos,Guarda permanente,
063,0631         ,063.1        ,063.1          PRODUÇÃO DE DOCUMENTOS. LEVANTA- MENTO. FLUXO,4 anos,,Eliminação,
   ,             ,             ,                  DIAGNÓSTICO,5 anos,5 anos,Guarda permanente,
063,0632         ,063.2        ,"063.2          PROTOCOLO: RECEPÇÃO,  TRAMITAÇÃO E EXPEDIÇÃO DE DOCUMENTOS",2 anos,,Eliminação,
063,0633         ,063.3        ,063.3          ASSISTÊNCIA TÉCNICA,5 anos,,Eliminação,
063,0634         ,063.4        ,063.4          CLASSIFICAÇÃO E ARQUIVAMENTO,2 anos,,Eliminação,
063,0635         ,063.5        ,063.5            POLÍTICA DE ACESSO AOS DOCUMENTOS,5 anos,5 anos,Guarda permanente,
063,06351        ,063.51       ,063.51              CONSULTAS. EMPRÉSTIMOS,1 ano após a devolução,,Eliminação,
063,0636         ,063.6        ,063.6            DESTINAÇÃO DE DOCUMENTOS,,,,
063,06361        ,063.61       ,063.61              ANÁLISE. AVALIAÇÃO. SELEÇÃO,5 anos,5 anos,Guarda permanente,
063,06362        ,063.62       ,"063.62           ELIMINAÇÃO TERMOS, LISTAGENS E EDITAIS DE CIÊNCIA DE ELIMINAÇÃO",5 anos,,Guarda permanente,
063,06363        ,063.63       ,"063.63           TRANSFERÊNCIA. RECOLHIMENTO GUIAS  E TERMOS DE TRANSFERÊNCIA,
GUIAS, RELAÇÕES E TERMOS DE RECOLHIMENTO, LISTAGENS DESCRITIVAS DO ACERVO",5 anos,,Guarda permanente,
064,064          ,064          ,064           DOCUMENTAÇÃO MUSEOLÓGICA,,,,A temporalidade  e destinação  serão estabelecidas de acordo com as necessidades  do órgão.
065,065          ,065          ,"065           REPRODUÇÃO DE DOCUMENTOS ESTUDOS, PROJETOS E NORMAS",Enquanto vigora,5 anos,Guarda permanente,
066,066          ,066          ,066           CONSERVAÇÃO DE DOCUMENTOS,,,,
066,0661         ,066.1        ,066.1          DESINFESTAÇÃO. HIGIENIZAÇÃO,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,"Para documentos  que  não  envolvam  pagamentos, eliminar após 2 anos."
066,0662         ,066.2        ,066.2          ARMAZENAMENTO. DEPÓSITOS,2 anos,,Eliminação,
066,0663         ,066.3        ,066.3          RESTAURAÇÃO DE DOCUMENTOS(INCLUSIVE ENCADERNAÇÃO),Até aprovação das contas,"5 anos a contar da

aprovação das contas",Eliminação,"Para documentos  que  não  envolvam  pagamentos, eliminar após 2 anos."
067,067          ,067          ,067             INFORMÁTICA,,,,
067,0671         ,067.1        ,067.1           PLANOS E PROJETOS,Enquanto vigora,5 anos,Guarda permanente,
067,0672         ,067.2        ,067.2           PROGRAMAS.  SISTEMAS. REDES(INCLUSIVE LICENÇA E REGISTRO DE USO E COMPRA),Enquanto vigora,5 anos,Guarda permanente,
067,06721        ,067.21       ,067.21            MANUAIS TÉCNICOS(EXEMPLARES ÚNICOS),Enquanto vigora,5 anos,Guarda permanente,
067,06722        ,067.22       ,067.22            MANUAIS DO USUÁRIO(EXEMPLARES ÚNICOS),Enquanto vigora,5 anos,Guarda permanente,
067,0673         ,067.3        ,067.3           ASSISTÊNCIA TÉCNICA,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,"Para documentos  que  não  envolvam  pagamentos, eliminar após 2 anos."
069,069          ,069          ,"069           OUTROS ASSUNTOS REFERENTES
À DOCUMENTAÇÃO  E INFORMAÇÃO",,,,"Este  grupo     será  desenvolvido   pelo   órgão   de acordo com a necessidade, bem como a temporalidade e destinação."
070,070          ,070          ,"070             COMUNICAÇÕES NORMAS, REGULAMENTAÇÕES, DIRETRIZES, PROCEDIMENTOS, ESTUDOS E/OU DECISÕES DE CARÁTER GERAL",Enquanto vigora,5 anos,Guarda permanente,
071,071          ,071          ,071           SERVIÇO POSTAL,,,,
071,0711         ,071.1        ,071.1           SERVIÇOS DE ENTREGA EXPRESSA,,,,
071,07111        ,071.11       ,071.11             NACIONAL,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
071,07112        ,071.12       ,071.12             INTERNACIONAL,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
071,0712         ,071.2        ,"071.2          SERVIÇOS DE COLETA, TRANSPORTE E ENTREGA DE CORRESPONDÊNCIA AGRUPADA – MALOTE",Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
071,0713         ,071.3        ,071.3            MALA OFICIAL,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
071,0719         ,071.9        ,071.9            OUTROS SERVIÇOS POSTAIS,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
072,072          ,072          ,072           SERVIÇO DE RÁDIO,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
072,0721         ,072.1        ,072.1            INSTALAÇÃO. MANUTENÇÃO. REPARO,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
073,073          ,073          ,073           SERVIÇO DE TELEX,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
073,0731         ,073.1        ,073.1            INSTALAÇÃO. MANUTENÇÃO. REPARO,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
074,074          ,074          ,074           SERVIÇO TELEFÔNICO(INCLUSIVE AUTORIZAÇÃO PARA LIGAÇÕES INTERURBANAS). FAC-SÍMILE (FAX),2 anos,,Eliminação,
074,0741         ,074.1        ,074.1            INSTALAÇÃO. TRANSFERÊNCIA. MANU- TENÇÃO. REPARO,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
074,0742         ,074.2        ,074.2            LISTAS TELEFÔNICAS INTERNAS,"Enquanto
Vigora",,Eliminação,
074,0743         ,074.3        ,074.3            CONTAS TELEFÔNICAS,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
075,075          ,075          ,"075            SERVIÇOS DE TRANSMISSÃO DE DADOS, VOZ E IMAGEM",Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
079,079          ,079          ,079            OUTROS ASSUNTOS REFERENTES À COMUNICAÇÕES,,,,"Este  grupo  será  desenvolvido        pelo  órgão  de acordo com a necessidade, bem como a temporalidade e destinação."
090,090          ,090          ,090               OUTROS ASSUNTOS REFERENTES À ADMINISTRAÇÃO GERAL,,,,
091,091          ,091          ,091           AÇÕES JUDICIAIS,5 anos,95 anos,Guarda permanente,
